Team,In Refine,In Dev,In Test,Ready For Dev,Ready For Test,Ready For Accept
ENT,3.78,0.19,0.01,0.99,0.88,11.91
ENT,3.93,2.82,0.00,10.00,0.28,0.70
ENT,0.00,6.15,0.00,3.06,0.89,5.87
ENT,0.00,6.04,1.11,1.96,1.05,4.11
ENT,0.00,13.93,0.00,0.00,0.00,0.00
ENT,0.00,0.00,0.00,13.93,0.00,0.00
ENT,0.00,13.78,0.00,0.15,0.00,0.00
ENT,0.00,2.25,0.00,0.81,0.00,10.73
ENT,0.00,12.73,0.00,0.00,0.04,0.91
ENT,0.03,2.17,2.01,0.00,4.87,4.11
ENT,0.00,2.17,0.93,0.00,5.91,4.16
ENT,0.00,11.18,0.00,1.92,0.00,0.00
ENT,0.00,8.24,0.00,0.94,3.91,0.00
ENT,0.00,1.28,0.00,9.19,2.63,0.00
ENT,0.00,12.98,0.00,0.03,0.08,0.00
ENT,0.00,2.55,0.00,10.46,0.07,0.00
ENT,0.00,0.99,0.00,1.02,10.08,0.91
ENT,0.00,0.00,0.00,9.26,2.82,0.91
ENT,0.00,12.70,0.00,0.00,0.00,0.00
ENT,6.89,0.06,0.00,0.00,4.91,0.00
ENT,4.88,1.24,0.00,0.83,4.82,0.00
ENT,0.00,0.00,0.00,1.18,0.00,8.99
ENT,0.00,0.00,0.00,9.04,0.00,0.00
ENT,0.94,6.92,0.00,0.00,0.00,0.00
ENT,0.00,2.99,2.85,1.03,0.99,0.00
ENT,0.00,4.00,0.01,6.19,0.01,2.94
ENT,0.00,0.00,0.00,6.94,0.00,0.00
ENT,0.00,4.09,0.00,1.91,0.00,0.03
ENT,0.00,1.23,0.04,6.00,2.88,2.97
ENT,1.94,0.00,0.00,0.00,0.00,0.00
ENT,0.00,0.00,0.00,0.00,0.00,1.07
ENT,0.00,0.00,0.00,0.00,0.00,0.00
ENT,0.00,0.00,0.00,0.00,0.00,0.00
ENT,0.00,0.00,0.00,0.00,0.00,0.00
ENT,0.00,0.00,0.00,0.00,0.00,0.00
ENT,0.00,0.00,0.00,0.00,0.00,0.00
ENT,0.00,0.00,0.00,0.00,0.00,0.00
ENT,0.00,0.00,0.00,0.00,0.00,0.00
ENT,0.00,0.00,0.00,0.00,0.00,0.00
ENT,0.00,0.00,0.00,0.00,0.00,0.00
ENT,0.00,0.00,0.00,0.00,0.00,0.00
ENT,0.00,0.00,0.00,0.00,0.00,0.00
ENT,0.00,0.00,0.00,0.00,0.00,0.00
ENT,0.00,0.00,0.00,0.00,0.00,0.00
ENT,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,49.95,6.68,4.33,6.22,10.93,42.67
DENALI,45.09,4.05,6.30,4.01,5.74,54.94
DENALI,52.08,4.89,11.89,14.03,1.05,4.05
DENALI,37.98,6.12,0.00,4.97,38.08,0.79
DENALI,73.02,5.21,2.19,0.92,4.81,0.77
DENALI,0.01,0.00,4.16,75.91,0.07,3.70
DENALI,1.86,0.00,4.16,74.02,0.08,3.70
DENALI,1.92,0.00,1.18,74.94,0.99,0.00
DENALI,49.94,0.94,15.26,6.15,1.74,3.84
DENALI,54.82,6.21,0.00,5.98,5.84,1.04
DENALI,52.09,0.96,7.81,3.84,1.17,5.04
DENALI,52.08,7.30,0.05,4.77,1.97,4.74
DENALI,0.00,57.99,0.00,11.03,0.00,0.00
DENALI,38.06,28.41,0.00,0.00,0.00,0.00
DENALI,40.13,8.76,5.22,2.01,0.02,5.78
DENALI,40.04,6.09,5.89,2.02,2.10,5.78
DENALI,37.79,5.26,4.95,0.21,5.62,7.99
DENALI,0.00,45.17,0.00,5.01,0.02,10.84
DENALI,30.98,0.73,10.53,4.27,4.54,5.86
DENALI,30.83,7.81,4.58,7.85,1.03,4.67
DENALI,42.45,4.16,3.02,2.90,2.88,0.29
DENALI,41.13,7.04,0.23,1.80,0.31,4.71
DENALI,0.00,1.04,0.00,53.99,0.00,0.00
DENALI,0.00,10.15,0.00,41.80,0.00,0.00
DENALI,0.00,10.16,0.00,41.79,0.00,0.00
DENALI,0.00,2.06,8.08,25.88,5.11,6.05
DENALI,0.00,0.00,0.00,0.00,0.00,45.82
DENALI,34.96,4.02,1.19,1.10,0.90,0.65
DENALI,0.00,12.98,0.00,28.82,0.00,0.00
DENALI,0.00,0.00,13.27,0.00,18.75,6.78
DENALI,0.00,13.08,0.00,24.86,0.00,0.00
DENALI,19.05,6.05,0.00,0.91,1.10,7.92
DENALI,8.82,7.11,4.34,1.07,3.90,9.72
DENALI,1.94,14.26,1.20,7.95,4.73,4.74
DENALI,1.91,8.16,8.17,6.06,1.85,8.01
DENALI,1.07,14.05,1.96,6.14,1.02,9.92
DENALI,0.03,9.17,6.23,5.27,7.90,4.95
DENALI,6.90,6.11,0.00,18.09,1.12,0.68
DENALI,19.98,1.17,1.94,0.05,5.12,3.79
DENALI,0.00,13.91,0.00,14.91,0.00,0.00
DENALI,0.00,15.05,0.00,0.00,13.19,0.02
DENALI,0.00,0.85,0.20,20.00,7.08,0.06
DENALI,0.00,0.20,0.87,4.96,2.99,18.96
DENALI,0.00,0.00,14.88,0.00,8.77,4.12
DENALI,11.12,1.25,0.00,14.84,0.00,0.00
DENALI,0.00,2.11,0.00,17.71,4.97,0.83
DENALI,0.00,10.80,1.85,6.04,2.14,4.04
DENALI,15.77,5.03,1.98,0.92,0.14,0.71
DENALI,0.00,9.08,0.00,14.93,0.00,0.00
DENALI,0.00,2.07,0.00,6.08,11.87,2.14
DENALI,0.00,0.92,8.28,4.27,5.75,2.02
DENALI,1.07,9.97,0.00,9.06,0.00,1.02
DENALI,0.00,10.07,2.05,0.99,6.98,0.88
DENALI,20.89,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,7.01,3.30,0.99,3.93,4.12
DENALI,0.00,4.82,0.00,0.00,7.17,7.00
DENALI,0.00,2.83,5.95,6.80,0.23,1.81
DENALI,0.00,1.94,5.05,7.05,0.23,2.72
DENALI,0.00,2.19,5.08,0.04,6.68,2.25
DENALI,0.00,13.85,0.00,0.00,2.18,0.00
DENALI,0.00,2.16,2.92,0.60,3.01,7.27
DENALI,0.00,1.24,5.08,0.00,7.66,1.45
DENALI,0.00,7.81,7.27,0.00,0.00,0.00
DENALI,0.91,0.10,1.52,0.00,6.24,6.06
DENALI,14.81,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,2.98,0.04,3.23,8.41,0.00
DENALI,0.00,0.06,0.00,3.01,10.93,0.08
DENALI,0.00,13.17,0.00,0.89,0.00,0.00
DENALI,0.00,1.13,5.15,3.87,1.96,1.79
DENALI,0.00,0.00,12.17,0.00,1.04,0.08
DENALI,4.94,4.99,0.00,0.99,0.00,0.73
DENALI,5.65,1.85,0.00,0.11,0.00,3.95
DENALI,0.26,1.06,0.00,6.63,0.00,2.98
DENALI,0.00,9.87,0.00,0.90,0.00,0.00
DENALI,0.00,0.97,0.00,9.68,0.00,0.07
DENALI,0.04,4.75,0.00,2.15,1.18,1.05
DENALI,0.00,0.97,0.00,0.00,0.03,7.13
DENALI,0.00,0.10,1.04,0.15,0.98,5.79
DENALI,0.03,0.03,0.00,0.93,6.02,0.89
DENALI,0.00,0.00,0.00,6.91,0.00,0.00
DENALI,0.00,0.00,4.06,0.00,2.20,0.08
DENALI,0.00,0.01,0.14,1.02,1.07,3.75
DENALI,0.00,0.87,2.27,0.00,0.00,2.75
DENALI,0.01,0.00,3.16,2.84,1.28,1.81
DENALI,0.00,5.73,0.00,0.00,0.00,0.04
DENALI,0.00,3.27,0.74,0.00,0.00,0.00
DENALI,3.99,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,3.89,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,2.02,0.00,0.23,0.74
DENALI,0.00,1.03,0.00,0.00,0.00,1.83
DENALI,0.00,1.17,0.00,0.72,0.00,0.89
DENALI,0.00,0.00,2.05,0.00,0.30,0.00
DENALI,0.00,0.00,0.00,0.00,1.30,0.86
DENALI,0.00,1.93,0.00,0.09,0.00,0.00
DENALI,0.00,0.69,0.00,1.09,0.00,0.02
DENALI,0.00,0.01,0.08,0.14,0.94,0.00
DENALI,0.00,0.03,0.00,0.00,0.00,1.00
DENALI,0.98,0.01,0.00,0.00,0.00,0.00
DENALI,0.96,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.94,0.00,0.00,0.00,0.00
DENALI,0.00,0.92,0.00,0.00,0.00,0.00
DENALI,0.00,0.90,0.00,0.00,0.00,0.00
DENALI,0.89,0.00,0.00,0.00,0.00,0.00
DENALI,0.86,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.02,0.00,0.00,0.64
DENALI,0.00,0.17,0.00,0.00,0.00,0.01
DENALI,0.00,0.00,0.00,0.00,0.01,0.05
DENALI,0.00,0.04,0.00,0.00,0.00,0.01
DENALI,0.00,0.00,0.00,0.00,0.00,0.02
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
DENALI,0.00,0.00,0.00,0.00,0.00,0.00
CONFIG,0.00,43.03,0.00,0.00,26.36,0.00
CONFIG,0.00,42.02,0.00,0.00,26.36,0.00
CONFIG,6.26,35.75,0.00,0.00,26.36,0.00
CONFIG,0.00,7.70,0.10,1.23,0.00,43.22
CONFIG,41.22,0.00,0.00,0.00,4.91,0.08
CONFIG,7.31,35.69,2.01,0.00,0.00,0.23
CONFIG,0.00,4.25,0.00,1.01,0.00,38.05
CONFIG,0.00,3.72,2.92,5.29,0.00,31.38
CONFIG,0.00,4.76,0.00,13.24,21.19,0.00
CONFIG,0.03,0.00,1.98,4.01,29.01,0.00
CONFIG,0.00,31.08,0.00,0.00,2.90,0.00
CONFIG,0.77,0.06,1.97,24.03,0.98,4.01
CONFIG,0.76,0.06,1.13,24.03,0.98,4.84
CONFIG,0.75,0.06,1.02,24.03,2.12,3.82
CONFIG,0.00,0.06,0.97,24.03,2.12,3.87
CONFIG,0.00,27.99,2.01,0.00,0.00,0.23
CONFIG,1.00,22.21,7.01,0.00,0.00,0.00
CONFIG,0.00,0.00,4.88,9.17,6.92,6.01
CONFIG,0.00,0.00,0.20,9.17,11.81,5.82
CONFIG,0.00,5.84,0.01,0.00,0.00,7.00
CONFIG,0.00,3.13,0.85,0.00,0.00,21.02
CONFIG,0.00,2.02,0.00,3.98,3.94,15.05
CONFIG,0.00,0.00,0.06,0.00,18.15,5.86
CONFIG,12.13,0.00,1.01,0.90,0.31,8.64
CONFIG,13.15,0.00,1.75,0.85,6.28,0.01
CONFIG,3.91,0.00,7.05,0.00,10.03,0.06
CONFIG,0.00,0.00,0.00,0.00,8.20,12.72
CONFIG,4.00,1.00,0.00,0.00,0.00,13.97
CONFIG,0.00,1.15,0.03,1.00,0.00,12.79
CONFIG,0.96,0.81,0.00,0.00,0.00,13.01
CONFIG,0.00,1.98,0.00,1.01,1.01,10.16
CONFIG,0.80,0.00,1.21,0.00,5.99,5.75
CONFIG,0.80,0.00,1.20,0.00,5.99,5.77
CONFIG,0.00,7.96,0.00,0.00,5.09,0.00
CONFIG,0.00,0.84,0.76,0.00,5.19,6.14
CONFIG,0.00,7.00,0.00,0.00,0.00,5.84
CONFIG,0.00,0.00,0.00,12.84,0.00,0.00
CONFIG,0.00,0.09,3.94,0.10,1.15,6.82
CONFIG,0.00,0.09,3.97,0.10,1.15,6.80
CONFIG,0.00,4.00,0.98,0.00,0.00,5.17
CONFIG,0.00,6.93,0.00,0.00,2.91,0.00
CONFIG,0.00,6.94,0.00,0.00,2.90,0.00
CONFIG,0.00,5.20,0.00,1.94,2.11,0.00
CONFIG,0.00,0.00,5.18,0.00,0.06,2.85
CONFIG,0.00,0.00,5.24,0.00,0.06,2.78
CONFIG,0.00,0.00,0.00,4.77,3.06,0.21
CONFIG,0.00,1.93,0.00,0.00,0.00,5.20
CONFIG,0.00,0.01,2.01,0.10,0.16,4.78
CONFIG,0.00,1.89,0.00,1.23,0.00,3.88
CONFIG,0.00,0.00,4.14,0.00,1.21,0.74
CONFIG,0.00,0.87,1.02,0.00,0.00,4.10
CONFIG,0.00,5.04,0.00,0.00,0.92,0.00
CONFIG,0.00,1.03,3.99,0.00,0.00,0.16
CONFIG,0.00,0.00,0.22,0.00,0.06,4.82
CONFIG,0.00,0.00,1.25,0.00,0.05,3.79
CONFIG,0.00,3.00,0.97,0.00,0.00,0.16
CONFIG,0.00,0.00,0.18,0.00,0.00,3.92
CONFIG,0.00,0.00,0.00,0.00,0.00,0.00
CONFIG,0.00,0.00,0.00,0.00,0.00,0.00
CONFIG,0.00,0.00,0.00,0.00,0.00,0.00
CONFIG,0.00,0.00,0.00,0.00,0.00,0.00
CONFIG,0.00,0.00,0.00,0.00,0.00,0.00
CONFIG,0.00,0.00,0.00,0.00,0.00,0.00
CONFIG,0.00,0.00,0.00,0.00,0.00,0.00
BR,69.34,1.85,0.00,35.71,6.98,0.00
BR,56.03,0.12,0.00,0.00,0.90,0.00
BR,3.77,1.81,0.00,2.99,4.15,22.13
BR,0.00,8.00,2.74,0.00,16.00,0.05
BR,0.00,0.00,2.97,0.00,21.02,0.05
BR,0.00,1.71,0.00,0.00,17.22,0.00
BR,0.75,3.92,0.00,0.00,14.22,0.00
BR,0.00,14.96,0.00,0.00,3.69,0.00
BR,0.00,1.83,0.00,0.00,0.00,0.02
BR,7.06,1.99,0.00,0.00,5.65,0.00
BR,6.96,1.36,0.00,0.00,5.65,0.00
BR,0.00,9.15,0.00,0.00,4.74,0.00
BR,0.00,0.03,0.00,0.00,5.98,0.00
BR,0.00,4.93,7.00,0.00,0.01,0.00
BR,0.00,0.00,0.00,0.00,10.81,0.01
BR,0.00,0.00,0.00,0.00,10.01,0.25
BR,0.00,9.95,0.00,0.00,0.01,0.00
BR,0.00,9.95,0.00,0.00,0.00,0.00
BR,8.00,0.00,0.00,0.00,1.00,0.00
BR,4.80,0.28,0.00,0.00,3.68,0.00
BR,0.00,7.73,0.00,0.00,0.00,0.00
BR,0.00,0.32,0.00,0.00,6.76,0.00
BR,0.00,0.00,4.98,0.00,0.00,0.02
BR,0.00,0.00,0.00,0.00,7.01,0.00
BR,2.03,0.00,0.00,0.30,4.66,0.00
BR,0.00,1.07,2.05,0.00,3.72,0.00
BR,0.00,0.82,0.70,0.00,0.22,5.07
BR,0.00,2.75,0.00,0.00,4.06,0.00
BR,0.00,1.68,5.03,0.00,0.04,0.00
BR,0.00,0.00,0.00,6.15,0.06,0.00
BR,0.00,0.00,0.06,0.00,0.00,6.03
BR,0.00,1.00,0.00,0.00,4.99,0.01
BR,0.00,3.05,0.00,0.00,2.95,0.00
BR,0.00,0.97,2.05,0.00,2.75,0.00
BR,0.00,2.07,0.00,0.00,3.14,0.00
BR,0.00,0.00,2.03,0.00,2.99,0.01
BR,0.00,1.00,0.00,0.00,3.74,0.00
BR,0.00,0.00,2.05,0.00,2.56,0.00
BR,0.00,0.00,2.05,0.00,2.56,0.00
BR,0.00,2.89,0.00,0.00,1.72,0.00
BR,0.00,2.90,0.00,0.00,1.71,0.00
BR,0.00,1.01,0.00,0.00,3.06,0.00
BR,0.00,0.30,0.00,0.00,3.65,0.00
BR,0.00,0.00,3.00,0.00,0.00,0.00
BR,0.00,0.00,2.84,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,2.84,0.00
BR,0.00,0.00,0.00,0.00,2.83,0.01
BR,0.00,2.76,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,2.67,0.00
BR,0.00,1.28,0.00,0.95,0.00,0.00
BR,0.00,2.03,0.00,0.00,0.00,0.00
BR,0.00,0.03,0.64,0.00,0.03,0.00
BR,0.00,0.00,0.00,0.00,0.02,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BR,0.00,0.00,0.00,0.00,0.00,0.00
BASECAMP,1.23,0.82,0.00,0.00,42.95,4.05
BASECAMP,0.00,4.28,0.00,0.00,30.69,4.21
BASECAMP,0.00,13.04,0.76,0.00,18.31,0.61
BASECAMP,0.00,0.01,0.00,0.24,7.01,23.72
BASECAMP,0.00,17.92,0.10,0.00,2.12,4.93
BASECAMP,0.91,3.03,1.26,2.94,0.25,16.66
BASECAMP,0.00,15.19,0.48,0.00,7.25,0.06
BASECAMP,0.06,4.91,6.65,0.00,0.07,10.01
BASECAMP,0.00,3.29,2.70,0.00,3.97,10.38
BASECAMP,0.00,13.00,5.95,0.00,0.00,0.05
BASECAMP,5.00,1.40,0.25,0.00,11.24,1.09
BASECAMP,0.00,5.79,1.23,0.00,10.04,1.62
BASECAMP,0.00,7.97,0.23,0.00,4.06,5.92
BASECAMP,0.00,11.03,4.91,0.00,0.00,2.05
BASECAMP,0.00,9.10,0.00,2.99,2.15,2.92
BASECAMP,0.00,9.27,0.09,0.00,4.96,2.72
BASECAMP,0.00,14.00,2.91,0.00,0.00,0.05
BASECAMP,0.00,7.00,3.09,0.00,0.00,6.87
BASECAMP,0.00,2.76,0.04,0.00,12.54,0.44
BASECAMP,1.81,7.00,0.00,0.00,6.95,0.00
BASECAMP,0.10,0.12,0.00,0.00,14.78,0.04
BASECAMP,0.00,14.04,0.00,0.00,0.00,0.00
BASECAMP,0.00,0.00,0.00,14.00,0.00,0.00
BASECAMP,0.00,0.00,2.84,5.89,4.40,0.00
BASECAMP,0.00,1.82,2.33,0.00,3.83,5.04
BASECAMP,0.00,2.07,0.00,0.00,9.30,1.51
BASECAMP,0.00,5.82,0.00,0.00,6.38,0.63
BASECAMP,0.00,6.95,3.99,0.00,0.04,1.19
BASECAMP,0.00,6.95,3.16,0.00,1.06,0.06
BASECAMP,0.00,1.00,3.20,0.00,0.00,6.97
BASECAMP,0.00,1.02,3.91,0.00,4.14,1.87
BASECAMP,0.00,4.21,0.87,0.00,0.00,5.08
BASECAMP,0.00,6.26,2.56,0.00,1.07,0.11
BASECAMP,0.00,0.01,3.23,0.00,3.75,2.72
BASECAMP,0.85,2.25,0.01,0.00,5.86,0.18
BASECAMP,0.00,7.96,0.27,0.00,0.00,0.79
BASECAMP,0.00,1.06,0.00,0.09,5.96,1.89
BASECAMP,0.00,4.72,1.16,0.00,2.12,0.72
BASECAMP,0.95,7.07,0.00,0.00,0.00,0.00
BASECAMP,0.00,0.25,0.31,0.00,4.73,2.66
BASECAMP,0.00,2.04,3.17,0.00,1.98,0.73
BASECAMP,0.00,7.02,0.43,0.00,0.29,0.06
BASECAMP,0.00,0.94,0.00,0.00,0.10,6.30
BASECAMP,0.00,2.02,0.71,0.00,0.46,3.95
BASECAMP,0.00,0.00,2.94,0.00,4.08,0.05
BASECAMP,0.00,4.05,2.02,0.00,0.29,0.63
BASECAMP,0.00,0.99,5.13,0.00,0.00,0.79
BASECAMP,0.00,0.83,0.08,0.00,4.94,0.95
BASECAMP,0.00,5.00,0.04,0.00,0.33,0.68
BASECAMP,0.00,0.08,0.00,0.00,0.91,4.22
BASECAMP,0.00,1.09,0.96,0.00,0.00,3.09
BASECAMP,0.00,0.03,0.02,0.00,4.10,0.93
BASECAMP,0.00,1.02,2.94,0.00,0.00,1.00
BASECAMP,0.00,1.42,0.00,0.00,0.57,2.17
BASECAMP,0.00,0.93,2.92,0.00,0.00,0.12
BASECAMP,0.13,1.71,0.23,0.00,0.93,0.79
BASECAMP,0.00,0.00,0.00,0.00,0.00,3.03
BASECAMP,0.00,0.00,0.00,1.00,0.00,0.95
BASECAMP,0.00,0.00,0.00,0.00,0.00,0.74
BASECAMP,0.00,0.01,0.00,0.00,0.00,0.01
BASECAMP,0.00,0.00,0.00,0.00,0.00,0.00
BASECAMP,0.00,0.00,0.00,0.00,0.00,0.00
BASECAMP,0.00,0.00,0.00,0.00,0.00,0.00
BASECAMP,0.00,0.00,0.00,0.00,0.00,0.00
BASECAMP,0.00,0.00,0.00,0.00,0.00,0.00
BASECAMP,0.00,0.00,0.00,0.00,0.00,0.00
BASECAMP,0.00,0.00,0.00,0.00,0.00,0.00
BASECAMP,0.00,0.00,0.00,0.00,0.00,0.00
BASECAMP,0.00,0.00,0.00,0.00,0.00,0.00
BASECAMP,0.00,0.00,0.00,0.00,0.00,0.00
BASECAMP,0.00,0.00,0.00,0.00,0.00,0.00
BASECAMP,0.00,0.00,0.00,0.00,0.00,0.00
BASECAMP,0.00,0.00,0.00,0.00,0.00,0.00
BASECAMP,0.00,0.00,0.00,0.00,0.00,0.00
BASECAMP,0.00,0.00,0.00,0.00,0.00,0.00
BASECAMP,0.00,0.00,0.00,0.00,0.00,0.00
BASECAMP,0.00,0.00,0.00,0.00,0.00,0.00
BASECAMP,0.00,0.00,0.00,0.00,0.00,0.00
BASECAMP,0.00,0.00,0.00,0.00,0.00,0.00
BASECAMP,0.00,0.00,0.00,0.00,0.00,0.00
BASECAMP,0.00,0.00,0.00,0.00,0.00,0.00
BASECAMP,0.00,0.00,0.00,0.00,0.00,0.00
BASECAMP,0.00,0.00,0.00,0.00,0.00,0.00
BASECAMP,0.00,0.00,0.00,0.00,0.00,0.00
BASECAMP,0.00,0.00,0.00,0.00,0.00,0.00
BASECAMP,0.00,0.00,0.00,0.00,0.00,0.00
